,Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date
182,US,New York,42.15903158,-75.81326086,1428.0,0.0,69.0,2020-09-16
183,US,Northern Mariana Islands,15.0979,145.6739,61.0,0.0,2.0,2020-09-16
184,US,New York,42.85145728,-77.30874425,449.0,0.0,35.0,2020-09-16
185,US,New York,43.2516977,-78.2320066,322.0,0.0,54.0,2020-09-16
186,US,North Carolina,36.07569796,-81.92308483,307.0,0.0,0.0,2020-09-16
187,US,North Carolina,35.48531943,-76.84325809,796.0,0.0,12.0,2020-09-16
188,US,North Carolina,36.0688473,-76.96545943,521.0,0.0,7.0,2020-09-16
189,US,North Carolina,34.61296243,-78.56180059,808.0,0.0,12.0,2020-09-16
190,US,North Carolina,34.070565,-78.22814204,1500.0,0.0,26.0,2020-09-16
191,US,North Carolina,35.61113393,-82.53305,2796.0,0.0,75.0,2020-09-16
192,US,North Carolina,35.74989637,-81.70755735,1981.0,0.0,33.0,2020-09-16
193,US,North Carolina,35.3877799,-80.55267168,3663.0,0.0,59.0,2020-09-16
194,US,North Carolina,35.95204977,-81.54799522,1532.0,0.0,17.0,2020-09-16
195,US,North Carolina,36.33804939,-76.15568396,107.0,0.0,3.0,2020-09-16
196,US,North Carolina,34.8932941,-76.54120135,590.0,0.0,5.0,2020-09-16
197,US,North Carolina,36.39312665,-79.33353281,281.0,0.0,3.0,2020-09-16
198,US,North Carolina,35.66211129,-81.2132617,2879.0,0.0,50.0,2020-09-16
199,US,North Carolina,35.70394416,-79.25541492,1580.0,0.0,57.0,2020-09-16
200,US,North Carolina,35.1349263,-84.05970864,549.0,0.0,9.0,2020-09-16
201,US,North Carolina,36.12908077,-76.60118385,286.0,0.0,3.0,2020-09-16
202,US,North Carolina,35.05704275,-83.74353633,106.0,0.0,2.0,2020-09-16
203,US,North Carolina,35.33553364,-81.55204486,1909.0,0.0,54.0,2020-09-16
204,US,North Carolina,34.26744084,-78.65801424,1280.0,0.0,53.0,2020-09-16
205,US,North Carolina,35.11833364,-77.08398081,1194.0,0.0,30.0,2020-09-16
206,US,North Carolina,35.04762133,-78.82623165,4829.0,0.0,75.0,2020-09-16
207,US,North Carolina,36.36123664,-75.95876401,137.0,0.0,0.0,2020-09-16
208,US,North Carolina,35.66520691,-75.71767334,260.0,0.0,2.0,2020-09-16
209,US,North Carolina,35.79115496,-80.21256572,2503.0,0.0,33.0,2020-09-16
210,US,North Carolina,35.93099927,-80.54496571,522.0,0.0,6.0,2020-09-16
211,US,North Carolina,34.93449805,-77.93140529,2126.0,0.0,53.0,2020-09-16
212,US,North Carolina,36.03638492,-78.87608331,7381.0,0.0,88.0,2020-09-16
213,US,North Carolina,36.43296207,-81.49862729,246.0,0.0,1.0,2020-09-16
214,US,New York,41.40337468,-74.30240757,11711.0,0.0,495.0,2020-09-16
215,US,North Carolina,34.97403241,-80.09953279,528.0,0.0,3.0,2020-09-16
216,US,North Carolina,35.922379600000006,-81.17751948,475.0,0.0,3.0,2020-09-16
217,US,New York,43.42778894,-76.14635194,409.0,0.0,3.0,2020-09-16
218,US,New York,42.63492579,-75.03151402,318.0,0.0,5.0,2020-09-16
219,US,New York,41.42630093,-73.74965532,1565.0,0.0,63.0,2020-09-16
220,US,New York,40.71088124,-73.81684712,71309.0,0.0,7235.0,2020-09-16
221,US,New York,42.71348136,-73.51089874,887.0,0.0,40.0,2020-09-16
222,US,New York,40.58582155,-74.14808598,15642.0,0.0,1084.0,2020-09-16
223,US,New York,41.15027894,-74.02560498,14660.0,0.0,674.0,2020-09-16
224,US,New York,43.10904162,-73.86653895,970.0,0.0,17.0,2020-09-16
225,US,New York,42.81668777,-74.05278291,1362.0,0.0,45.0,2020-09-16
226,US,New York,42.58831742,-74.44339029999998,83.0,0.0,0.0,2020-09-16
227,US,New York,42.39184015,-76.8773299,33.0,0.0,0.0,2020-09-16
228,US,New York,42.78081007,-76.82497064,104.0,0.0,3.0,2020-09-16
229,US,New York,44.4976179,-75.06550039,310.0,0.0,4.0,2020-09-16
230,US,New York,42.2689144,-77.3829924,334.0,0.0,42.0,2020-09-16
231,US,New York,40.88320119,-72.8012172,45843.0,0.0,2008.0,2020-09-16
232,US,New York,41.71579493,-74.76394559,1561.0,0.0,48.0,2020-09-16
233,US,New York,42.16852837,-76.30835812,221.0,0.0,25.0,2020-09-16
234,US,New York,42.44945765,-76.47229843,386.0,0.0,0.0,2020-09-16
235,US,New York,41.89027881,-74.26252104,2229.0,0.0,94.0,2020-09-16
236,US,New York,42.70145109,-75.06550039,0.0,0.0,17.0,2020-09-16
237,US,New York,43.56173026,-73.8433699,351.0,0.0,33.0,2020-09-16
238,US,New York,43.31153794,-73.43043448,286.0,0.0,14.0,2020-09-16
239,US,New York,43.15494365,-77.02976528,304.0,0.0,5.0,2020-09-16
240,US,New York,41.16278376,-73.75741653,37634.0,0.0,1452.0,2020-09-16
241,US,New York,42.70145109,-78.22199579,130.0,0.0,5.0,2020-09-16
242,US,New York,42.63505484,-77.10369919,62.0,0.0,7.0,2020-09-16
243,US,North Carolina,36.0434701,-79.39976137,3601.0,0.0,48.0,2020-09-16
244,US,North Carolina,36.49360862,-81.12857041,217.0,0.0,0.0,2020-09-16
245,US,New Mexico,32.47167456,-104.3053527,645.0,0.0,5.0,2020-09-16
246,US,Ohio,38.84541072,-83.4718964,114.0,0.0,4.0,2020-09-16
247,US,Ohio,40.84772277,-82.27280781,206.0,0.0,4.0,2020-09-16
248,US,Oklahoma,34.48556989,-97.85141892,350.0,0.0,5.0,2020-09-16
249,US,Oklahoma,36.74777635,-101.4889765,1375.0,0.0,8.0,2020-09-16
250,US,Oklahoma,34.37288446,-98.92426619,81.0,0.0,2.0,2020-09-16
251,US,Oklahoma,36.11939621,-95.94013939,15469.0,0.0,149.0,2020-09-16
252,US,Oklahoma,35.5426055,-97.14421435,56.0,0.0,0.0,2020-09-16
253,US,Oklahoma,35.96024096,-95.51911308,1353.0,0.0,23.0,2020-09-16
254,US,Oklahoma,36.71380786,-95.90514104,934.0,0.0,40.0,2020-09-16
255,US,Oklahoma,35.29071824,-98.99180434,48.0,0.0,0.0,2020-09-16
256,US,Oklahoma,36.76705782,-98.86573064,35.0,0.0,0.0,2020-09-16
257,US,Oklahoma,36.42316318,-99.26283045,168.0,0.0,0.0,2020-09-16
258,US,Oregon,44.70915557,-117.6749883,89.0,0.0,2.0,2020-09-16
259,US,Oregon,44.49167306,-123.4316987,245.0,0.0,6.0,2020-09-16
260,US,Oklahoma,35.49447108,-94.75463785,730.0,0.0,9.0,2020-09-16
261,US,Oregon,45.18787398,-122.2179634,2186.0,0.0,61.0,2020-09-16
262,US,Oregon,45.94464254,-123.08908980000001,145.0,0.0,1.0,2020-09-16
263,US,Oregon,43.17406868,-124.0594514,134.0,0.0,0.0,2020-09-16
264,US,Oregon,44.14230227,-120.356297,60.0,0.0,1.0,2020-09-16
265,US,Oregon,42.45911325,-124.15728200000001,26.0,0.0,0.0,2020-09-16
266,US,Oregon,43.91570171,-121.2289121,732.0,0.0,12.0,2020-09-16
267,US,Oregon,43.27941273,-123.16729099999999,194.0,0.0,3.0,2020-09-16
